12月23日 週一,下午3:50。,TPE,下午3:34。,SFO,聯合航空,需轉機 1 次的航班。,2 小時 48 分鐘,15 小時 44 分鐘,No,Boeing 777,UA 852,經濟艙,"08/21 - $20,330, 08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, "
12月23日 週一,下午3:50。,TPE,下午6:06。,SFO,聯合航空,需轉機 1 次的航班。,5 小時 20 分鐘,18 小時 16 分鐘,No,Boeing 777,UA 852,經濟艙,"08/21 - $20,330, 08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, "
12月23日 週一,下午3:50。,TPE,晚上7:57。,SFO,聯合航空,需轉機 1 次的航班。,7 小時 11 分鐘,20 小時 7 分鐘,No,Boeing 777,UA 852,經濟艙,"08/21 - $20,330, 08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $20,323, 09/02 - $20,323, 09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $19,446, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, "
12月23日 週一,下午3:50。,TPE,晚上9:23。,SFO,聯合航空,需轉機 1 次的航班。,8 小時 37 分鐘,21 小時 33 分鐘,No,Boeing 777,UA 852,經濟艙,"09/03 - $20,333, 09/04 - $20,337, 09/05 - $20,340, 09/06 - $20,344, 09/07 - $20,337, 09/08 - $20,337, 09/09 - $20,337, 09/10 - $20,336, 09/11 - $19,670, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $19,465, 09/16 - $19,465, 09/17 - $19,449, 09/18 - $19,442, 09/19 - $19,445, 09/20 - $19,452, 09/21 - $19,449, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $20,106, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $19,320, 10/09 - $19,310, 10/10 - $19,311, 10/11 - $19,313, 10/12 - $19,316, 10/13 - $19,316, 10/14 - $19,316, 10/15 - $19,307, 10/16 - $19,310, 10/17 - $19,310, 10/18 - $19,309, 10/19 - $19,306, "
12月23日 週一,下午3:50。,TPE,"凌晨12:06 (星期二, 12月 24)。",SFO,聯合航空,需轉機 1 次的航班。,11 小時 20 分鐘,24 小時 16 分鐘,No,Boeing 777,UA 852,經濟艙,
12月23日 週一,晚上7:40。,TPE,下午3:10。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 12,經濟艙,"08/21 - $23,665, 08/22 - $23,659, 08/23 - $23,659, 08/24 - $23,665, 08/25 - $23,606, 08/26 - $23,606, 08/27 - $23,588, 08/28 - $23,587, 08/29 - $23,588, 08/30 - $23,594, 08/31 - $23,588, 09/01 - $23,588, 09/02 - $23,588, 09/03 - $23,600, 09/04 - $23,605, 09/05 - $23,609, 09/06 - $23,614, 09/07 - $23,605, 09/08 - $23,397, 09/09 - $23,397, 09/10 - $23,396, 09/11 - $23,400, 09/12 - $23,479, 09/13 - $23,476, 09/14 - $23,473, 09/15 - $23,473, 09/16 - $23,473, 09/17 - $23,454, 09/18 - $23,444, 09/19 - $23,448, 09/20 - $23,456, 09/21 - $23,454, 09/22 - $23,454, 09/23 - $23,454, 09/24 - $23,398, 09/25 - $23,406, 09/26 - $23,394, 09/27 - $23,391, 09/28 - $23,379, 09/29 - $23,379, 09/30 - $23,379, 10/01 - $21,729, 10/02 - $23,370, 10/03 - $23,390, 10/04 - $23,393, 10/05 - $23,409, 10/06 - $23,409, 10/07 - $23,409, 10/08 - $21,804, 10/09 - $21,791, 10/10 - $21,793, 10/11 - $21,795, 10/12 - $21,799, 10/13 - $21,799, 10/14 - $21,799, 10/15 - $20,062, 10/16 - $20,066, 10/17 - $20,066, 10/18 - $20,065, 10/19 - $20,062, "
12月23日 週一,晚上11:55。,TPE,晚上7:25。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 16,經濟艙,"08/21 - $22,026, 08/22 - $22,020, 08/23 - $22,020, 08/24 - $23,665, 08/25 - $23,606, 08/26 - $23,606, 08/27 - $23,588, 08/28 - $23,587, 08/29 - $23,588, 08/30 - $23,594, 08/31 - $23,588, 09/01 - $23,588, 09/02 - $23,588, 09/03 - $20,550, 09/04 - $20,555, 09/05 - $20,559, 09/06 - $20,564, 09/07 - $20,555, 09/08 - $20,347, 09/09 - $20,347, 09/10 - $20,346, 09/11 - $20,350, 09/12 - $20,418, 09/13 - $20,415, 09/14 - $20,412, 09/15 - $20,412, 09/16 - $20,412, 09/17 - $20,393, 09/18 - $20,383, 09/19 - $20,387, 09/20 - $23,456, 09/21 - $23,454, 09/22 - $23,454, 09/23 - $23,454, 09/24 - $23,398, 09/25 - $23,406, 09/26 - $23,394, 09/27 - $23,391, 09/28 - $23,379, 09/29 - $23,379, 09/30 - $21,745, 10/01 - $21,729, 10/02 - $21,736, 10/03 - $21,756, 10/04 - $21,759, 10/05 - $21,775, 10/06 - $21,775, 10/07 - $21,775, 10/08 - $21,804, 10/09 - $21,791, 10/10 - $21,793, 10/11 - $21,795, 10/12 - $21,799, 10/13 - $21,799, 10/14 - $21,799, 10/15 - $20,062, 10/16 - $20,066, 10/17 - $20,066, 10/18 - $20,065, 10/19 - $20,062, "
12月23日 週一,下午4:50。,TSA,下午5:50。,HND,全日空航空,需轉機 1 次的航班。,4 小時 10 分鐘,未找到飛行時間,No,Boeing 787,NH 854,經濟艙,"08/21 - $21,695, 08/22 - $21,691, 08/23 - $21,692, 08/24 - $21,697, 08/25 - $21,697, 08/26 - $21,697, 08/27 - $21,683, 08/28 - $21,906, 08/29 - $21,917, 08/30 - $21,922, 08/31 - $21,916, 09/01 - $21,916, 09/02 - $21,916, 09/03 - $21,925, 09/04 - $21,929, 09/05 - $21,929, 09/06 - $21,941, 09/07 - $21,936, 09/08 - $21,936, 09/09 - $21,936, 09/10 - $21,938, 09/11 - $21,940, 09/12 - $21,744, 09/13 - $21,744, 09/14 - $21,737, 09/15 - $21,737, 09/16 - $21,737, 09/17 - $21,722, 09/18 - $20,045, 09/19 - $20,047, 09/20 - $20,052, 09/21 - $20,047, 09/22 - $20,047, 09/23 - $20,047, 09/24 - $21,717, 09/25 - $21,726, 09/26 - $21,714, 09/27 - $21,711, 09/28 - $21,697, 09/29 - $21,697, 09/30 - $21,697, 10/01 - $21,687, 10/02 - $21,692, 10/03 - $21,711, 10/04 - $20,876, 10/05 - $20,887, 10/06 - $20,887, 10/07 - $20,887, 10/08 - $20,913, 10/09 - $20,901, 10/10 - $20,902, 10/11 - $20,903, 10/12 - $20,906, 10/13 - $20,906, 10/14 - $20,906, 10/15 - $20,895, 10/16 - $20,898, 10/17 - $20,898, 10/18 - $20,897, 10/19 - $20,894, "
12月23日 週一,下午4:50。,TSA,"中午12:40 (星期二, 12月 24)。",HND,全日空航空、聯合航空,需轉機 1 次的航班。,未找到停留時間,35 小時 50 分鐘,No,Boeing 787,NH 854,經濟艙,"08/20 - $21,717, 08/21 - $21,695, 08/22 - $21,691, 08/23 - $21,836, 08/24 - $21,842, 08/25 - $21,842, 08/26 - $21,842, 08/27 - $21,828, 08/28 - $21,828, 08/29 - $21,838, 08/30 - $21,843, 08/31 - $21,837, 09/01 - $21,837, 09/02 - $21,692, 09/03 - $21,700, 09/04 - $21,704, 09/05 - $21,709, 09/06 - $21,716, 09/07 - $21,711, 09/08 - $21,711, 09/09 - $21,711, 09/10 - $21,713, 09/11 - $20,045, 09/12 - $19,848, 09/13 - $19,848, 09/14 - $19,842, 09/15 - $19,842, 09/16 - $19,842, 09/17 - $19,828, 09/18 - $19,821, 09/19 - $19,823, 09/20 - $19,828, 09/21 - $19,823, 09/22 - $19,823, 09/23 - $19,823, 09/24 - $21,493, 09/25 - $21,501, 09/26 - $21,490, 09/27 - $21,487, 09/28 - $21,474, 09/29 - $21,474, 09/30 - $21,474, 10/01 - $21,465, 10/02 - $21,470, 10/03 - $20,652, 10/04 - $20,652, 10/05 - $20,662, 10/06 - $20,662, 10/07 - $20,662, 10/08 - $20,686, 10/09 - $20,675, 10/10 - $20,676, 10/11 - $20,677, 10/12 - $20,680, 10/13 - $20,680, 10/14 - $20,680, 10/15 - $20,669, 10/16 - $20,898, 10/17 - $20,672, 10/18 - $20,671, 10/19 - $20,668"
12月23日 週一,下午4:50。,TSA,"上午9:50 (星期二, 12月 24)。",HND,全日空航空,需轉機 1 次的航班。,20 小時 20 分鐘,未找到飛行時間,No,Boeing 787,NH 854,經濟艙,
12月23日 週一,下午4:50。,TSA,"上午10:40 (星期二, 12月 24)。",HND,全日空航空、聯合航空,需轉機 1 次的航班。,21 小時 5 分鐘,33 小時 50 分鐘,No,Boeing 787,NH 854,經濟艙,"10/03 - $21,028, 10/04 - $21,023, 10/05 - $21,032, 10/06 - $21,032, 10/07 - $21,032, 10/08 - $21,054, 10/09 - $21,042, 10/10 - $21,045, 10/11 - $21,043, 10/12 - $21,047, 10/13 - $21,047, 10/14 - $21,047, 10/15 - $21,034, 10/16 - $21,036, 10/17 - $21,037, 10/18 - $21,035, 10/19 - $21,031"
12月23日 週一,下午4:50。,TSA,"下午2:05 (星期二, 12月 24)。",HND,全日空航空,需轉機 1 次的航班。,24 小時 25 分鐘,37 小時 15 分鐘,No,Boeing 787,NH 854,經濟艙,"08/20 - $22,259, 08/21 - $22,238, 08/22 - $22,233, 08/23 - $22,237, 08/24 - $22,237, 08/25 - $22,242, 08/26 - $22,242, 08/27 - $22,230, 08/28 - $22,231, 08/29 - $22,241, 08/30 - $22,247, 08/31 - $22,240, 09/01 - $22,240, 09/02 - $22,240, 09/03 - $22,244, 09/04 - $22,246, 09/05 - $22,254, 09/06 - $22,268, 09/07 - $22,266, 09/08 - $22,266, 09/09 - $22,491, 09/10 - $22,272, 09/11 - $22,273, 09/12 - $20,407, 09/13 - $22,306, 09/14 - $20,403, 09/15 - $22,298, 09/16 - $22,298, 09/17 - $20,391, 09/18 - $20,384, 09/19 - $20,383, 09/20 - $20,388, 09/21 - $20,378, 09/22 - $20,378, 09/23 - $20,378, 09/24 - $22,045, 09/25 - $22,054, 09/26 - $22,266, 09/27 - $22,037, 09/28 - $22,019, 09/29 - $22,019, 09/30 - $22,242, 10/01 - $22,017, 10/02 - $22,020, 10/03 - $21,202, 10/04 - $21,421, 10/05 - $21,205, 10/06 - $21,205, 10/07 - $21,205, 10/08 - $21,225, 10/09 - $21,214, 10/10 - $21,214, 10/11 - $21,215, 10/12 - $21,218, 10/13 - $21,218, 10/14 - $21,218, 10/15 - $21,205, 10/16 - $21,433, 10/17 - $21,208, 10/18 - $21,206, 10/19 - $21,201"
12月23日 週一,下午1:30。,TSA,中午12:40。,HND,全日空航空、聯合航空,需轉機 1 次的航班。,2 小時 10 分鐘,15 小時 10 分鐘,No,Boeing 787,NH 852,經濟艙,
12月23日 週一,上午10:20。,TPE,晚上7:00。,MNL,菲律賓航空,需轉機 1 次的航班。,9 小時 55 分鐘,24 小時 40 分鐘,No,Airbus A321,PR 891,經濟艙,"08/21 - $27,156, 08/22 - $20,652, 08/23 - $20,652, 08/24 - $27,157, 08/25 - $23,907, 08/26 - $23,907, 08/27 - $21,945, 08/28 - $20,643, 08/29 - $20,653, 08/30 - $20,657, 08/31 - $20,653, 09/01 - $20,653, 09/02 - $20,653, 09/03 - $20,663, 09/04 - $20,665, 09/05 - $20,665, 09/06 - $20,672, 09/07 - $20,668, 09/08 - $20,668, 09/09 - $20,668, 09/10 - $20,459, 09/11 - $20,460, 09/12 - $20,471, 09/13 - $20,469, 09/14 - $20,467, 09/15 - $20,467, 09/16 - $20,467, 09/17 - $20,451, 09/18 - $20,443, 09/19 - $20,447, 09/20 - $20,453, 09/21 - $20,452, 09/22 - $20,452, 09/23 - $20,452, 09/24 - $20,454, 09/25 - $20,459, 09/26 - $20,448, 09/27 - $20,446, 09/28 - $20,435, 09/29 - $20,435, 09/30 - $20,435, 10/01 - $20,422, 10/02 - $20,428, 10/03 - $20,444, 10/04 - $20,448, 10/05 - $20,459, 10/06 - $20,459, 10/07 - $20,459, 10/08 - $20,483, 10/09 - $20,471, 10/10 - $20,473, 10/11 - $20,475, 10/12 - $20,475, 10/13 - $20,475, 10/14 - $20,475, 10/15 - $20,465, 10/16 - $20,468, 10/17 - $21,766, 10/18 - $21,766, 10/19 - $21,763, "
12月23日 週一,上午10:45。,TPE,下午2:28。,SEA,達美航空,需轉機 1 次的航班。,5 小時 33 分鐘,19 小時 43 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"10/13 - $30,980, 10/14 - $30,980, 10/15 - $30,971, 10/16 - $30,974, 10/17 - $30,974, 10/18 - $27,723, 10/19 - $27,720, "
12月23日 週一,下午1:30。,TSA,下午5:50。,HND,全日空航空,需轉機 1 次的航班。,7 小時 20 分鐘,20 小時 20 分鐘,No,Boeing 787,NH 852,經濟艙,
12月23日 週一,上午8:20。,TPE,下午1:20。,HKG,國泰航空,需轉機 1 次的航班。,6 小時 10 分鐘,未找到飛行時間,No,Boeing 777,CX 407,經濟艙,"08/21 - $24,399, 08/22 - $21,786, 08/23 - $21,784, 08/24 - $21,797, 08/25 - $21,797, 08/26 - $21,797, 08/27 - $21,765, 08/28 - $21,764, 08/29 - $21,782, 08/30 - $21,794, 08/31 - $21,782, 09/01 - $20,761, 09/02 - $20,761, 09/03 - $20,779, 09/04 - $20,786, 09/05 - $20,793, 09/06 - $20,801, 09/07 - $20,788, 09/08 - $20,788, 09/09 - $20,788, 09/10 - $22,016, 09/11 - $19,424, 09/12 - $17,489, 09/13 - $19,434, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $19,357, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $19,460, 10/15 - $19,442, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $19,447, 10/19 - $19,440, "
12月23日 週一,上午9:50。,TPE,下午1:20。,HKG,國泰航空,需轉機 1 次的航班。,4 小時 35 分鐘,19 小時 30 分鐘,No,Airbus A350,CX 499,經濟艙,"08/21 - $24,399, 08/22 - $21,786, 08/23 - $21,784, 08/24 - $21,797, 08/25 - $21,797, 08/26 - $21,797, 08/27 - $21,765, 08/28 - $21,764, 08/29 - $21,782, 08/30 - $21,794, 08/31 - $21,782, 09/01 - $20,761, 09/02 - $20,761, 09/03 - $20,779, 09/04 - $20,786, 09/05 - $20,793, 09/06 - $20,801, 09/07 - $20,788, 09/08 - $20,788, 09/09 - $20,788, 09/10 - $22,016, 09/11 - $17,474, 09/12 - $17,489, 09/13 - $19,434, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $19,460, 10/15 - $19,442, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $19,447, 10/19 - $19,440, "
12月23日 週一,上午9:50。,TPE,下午1:20。,HKG,國泰航空,需轉機 1 次的航班。,4 小時 50 分鐘,19 小時 30 分鐘,No,Airbus A330,CX 469,經濟艙,"10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $19,460, 10/15 - $19,442, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $19,447, 10/19 - $19,440, "
12月23日 週一,上午10:45。,TPE,下午1:20。,HKG,國泰航空,需轉機 1 次的航班。,3 小時 40 分鐘,18 小時 35 分鐘,No,Boeing 777,CX 489,經濟艙,"08/21 - $24,399, 08/22 - $21,786, 08/23 - $21,784, 08/24 - $21,797, 08/25 - $21,797, 08/26 - $21,797, 08/27 - $21,765, 08/28 - $21,764, 08/29 - $21,782, 08/30 - $21,794, 08/31 - $21,782, 09/01 - $20,761, 09/02 - $20,761, 09/03 - $20,779, 09/04 - $20,786, 09/05 - $20,793, 09/06 - $20,801, 09/07 - $20,788, 09/08 - $20,788, 09/09 - $20,788, 09/10 - $22,016, 09/11 - $17,474, 09/12 - $17,489, 09/13 - $19,434, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $19,357, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $19,460, 10/15 - $19,442, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $19,447, 10/19 - $19,440, "
12月23日 週一,中午12:25。,TPE,下午1:20。,HKG,國泰航空,需轉機 1 次的航班。,2 小時 10 分鐘,16 小時 55 分鐘,No,Airbus A330,CX 461,經濟艙,"09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $19,357, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $19,460, 10/15 - $19,442, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $19,447, 10/19 - $19,440, "
12月23日 週一,下午1:20。,TPE,下午1:20。,HKG,國泰航空,需轉機 1 次的航班。,1 小時 15 分鐘,未找到飛行時間,No,Airbus A330,CX 495,經濟艙,"08/21 - $24,399, 08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $21,782, 09/01 - $20,761, 09/02 - $20,761, 09/03 - $20,779, 09/04 - $20,786, 09/05 - $20,793, 09/06 - $20,801, 09/07 - $20,788, 09/08 - $20,788, 09/09 - $20,788, 09/10 - $22,016, 09/11 - $17,474, 09/12 - $17,489, 09/13 - $19,434, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $19,357, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $19,460, 10/15 - $19,442, 10/16 - $17,498, 10/17 - $17,499, 10/18 - $19,447, 10/19 - $19,440, "
12月23日 週一,下午1:30。,TSA,"上午9:50 (星期二, 12月 24)。",HND,全日空航空,需轉機 1 次的航班。,23 小時 30 分鐘,36 小時 20 分鐘,No,Boeing 787,NH 852,經濟艙,
12月23日 週一,下午1:30。,TSA,"上午10:40 (星期二, 12月 24)。",HND,全日空航空、聯合航空,需轉機 1 次的航班。,24 小時 15 分鐘,37 小時 10 分鐘,No,Boeing 787,NH 852,經濟艙,"10/08 - $22,252, 10/09 - $26,740, 10/10 - $26,743, 10/11 - $26,740, 10/12 - $30,194, 10/13 - $26,744, 10/14 - $26,744, 10/15 - $26,730, 10/16 - $22,232, 10/17 - $22,233, 10/18 - $22,231, 10/19 - $22,226"
12月23日 週一,清晨7:15。,TSA,中午12:40。,HND,長榮航空、聯合航空,需轉機 1 次的航班。,8 小時 35 分鐘,21 小時 25 分鐘,No,Boeing 787-10,BR 192,經濟艙,"10/10 - $23,101, 10/11 - $23,103, 10/12 - $23,106, 10/13 - $23,106, 10/14 - $23,106, 10/15 - $23,093, 10/16 - $23,093, 10/17 - $23,097, 10/18 - $23,096, 10/19 - $23,092, "
12月23日 週一,晚上11:45。,TPE,晚上11:30。,SFO,中華航空、阿拉斯加航空,需轉機 1 次的航班。,3 小時 5 分鐘,15 小時 45 分鐘,No,Boeing 777,CI 4,經濟艙,
null,null,未找到出發機場代碼,null,未找到抵達機場代碼,null,Non-stop,未找到停留時間,null,No,null,未找到航班代碼,未找到艙等,
12月23日 週一,清晨7:55。,TPE,上午10:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,5 小時 45 分鐘,18 小時 45 分鐘,No,Boeing 787-10,BR 184,經濟艙,
12月23日 週一,上午8:50。,TPE,上午10:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,4 小時 50 分鐘,17 小時 50 分鐘,No,Boeing 787-10,BR 198,經濟艙,"09/23 - $22,386, 09/24 - $24,054, 09/25 - $24,062, 09/26 - $24,050, 09/27 - $24,047, 09/28 - $24,031, 09/29 - $24,031, 09/30 - $24,031, 10/01 - $23,986, 10/02 - $23,992, 10/03 - $23,176, 10/04 - $23,175, 10/05 - $23,186, 10/06 - $23,186, 10/07 - $23,186, 10/08 - $23,213, 10/09 - $23,200, 10/10 - $23,202, 10/11 - $23,203, 10/12 - $23,206, 10/13 - $23,206, 10/14 - $23,206, 10/15 - $23,193, 10/16 - $23,196, 10/17 - $23,197, 10/18 - $23,195, 10/19 - $23,191, "
12月23日 週一,清晨7:55。,TPE,中午12:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,7 小時 40 分鐘,20 小時 45 分鐘,No,Boeing 787-10,BR 184,經濟艙,
12月23日 週一,上午8:50。,TPE,中午12:40。,NRT,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 45 分鐘,19 小時 50 分鐘,No,Boeing 787-10,BR 198,經濟艙,
12月23日 週一,清晨7:15。,TSA,上午10:40。,HND,長榮航空、聯合航空,需轉機 1 次的航班。,6 小時 40 分鐘,19 小時 25 分鐘,No,Boeing 787-10,BR 192,經濟艙,
12月23日 週一,凌晨12:05。,TPE,"晚上11:30 (星期日, 12月 22)。",SFO,星宇航空、阿拉斯加航空,需轉機 1 次的航班。,3 小時 5 分鐘,15 小時 25 分鐘,No,Airbus A350,JX 12,經濟艙,
